id_str,from_user,text,Hashtags,Target,time
514679702393733000,seeksanusername,Fais-ton #foaf pour t'exercer ! conseil de @lespetitescases pour se mettre à écrire du #RDF/XML #websem14, #foaf #RDF #websem14,@lespetitescases,24/09/2014 08:36:18
514679688229577000,spouyllau,"Formation websem, jour 3, #websem14 #sparql ... http://t.co/rKH1OtBSsK", #websem14 #sparql ,,24/09/2014 08:36:14
514678841844195000,Pepine,"RT @seeksanusername: Avant de reprendre le #jour3, retour sur le #jour2 en #tweets (- de volume mais + de comptes mentionnées) #websem14 ht…", #jour3 #jour2 #tweets #websem14 ,@seeksanusername,24/09/2014 08:32:52
514678041986236000,Huma_Num,"RT @seeksanusername: Avant de reprendre le #jour3, retour sur le #jour2 en #tweets (- de volume mais + de comptes mentionnées) #websem14 ht…", #jour3 #jour2 #tweets #websem14 ,@seeksanusername,24/09/2014 08:29:42
514677424442081000,seeksanusername,"Avant de reprendre le #jour3, retour sur le #jour2 en #tweets (- de volume mais + de comptes mentionnées) #websem14 http://t.co/90golvkJnv", #jour3 #jour2 #tweets #websem14 ,,24/09/2014 08:27:14
514677424442081000,seeksanusername,"Avant de reprendre le #jour3, retour sur le #jour2 en #tweets (- de volume mais + de comptes mentionnées) #websem14 http://t.co/90golvkJnv", #jour3 #jour2 #tweets #websem14 ,,24/09/2014 08:27:14
514672309614174000,Huma_Num,"RT @seeksanusername: Pr #Isidore, dépasser la recherche fédérée et aller vers la création d'un hub de métadonnées structurées et enrichies …", #Isidore ,@seeksanusername,24/09/2014 08:06:55
514672280686068000,Huma_Num,RT @emma_morlock: #websem14 Présentation du service Nakala par Nicolas Larousse. une donnée déposée est tout de suite visible en OAI et dan…, #websem14 ,@emma_morlock,24/09/2014 08:06:48
514667551037870000,ames_cal,RT @seeksanusername: Auj. la #BnF réfléchit aux reversements des enrichissement réalisés par http://t.co/SBJYUT6Nhv dans le catalogue princ…, #BnF ,@seeksanusername,24/09/2014 07:48:00
514662597610979000,ames_cal,"RT @seeksanusername: Pr #Isidore, dépasser la recherche fédérée et aller vers la création d'un hub de métadonnées structurées et enrichies …", #Isidore ,@seeksanusername,24/09/2014 07:28:19
514662553684042000,ames_cal,"RT @emma_morlock: #websem14 Choix militants de Nakala - 2 : n’utiliser que des ontologies existantes. #FOAF, #SKOS, #ORE, #RDFS...", #websem14 #FOAF #SKOS #ORE #RDFS ,@emma_morlock,24/09/2014 07:28:09
514662541461819000,ames_cal,RT @emma_morlock: #websem14 Présentation du service Nakala par Nicolas Larousse. une donnée déposée est tout de suite visible en OAI et dan…, #websem14 ,@emma_morlock,24/09/2014 07:28:06
514662271646458000,ames_cal,RT @spouyllau: Ex. une simple utilisation de RDFa pour @rech_isidore #websem14 : http://t.co/bQpd6bLcA1 #rdfa, #websem14 #rdfa,@spouyllau @rech_isidore,24/09/2014 07:27:02
514660346943242000,ames_cal,"RT @figoblog: Dans le cadre de Joconde Labs, le thésaurus Garnier a été aligné avec DBpédia de manière semi-automatique #websem14", #websem14,@figoblog,24/09/2014 07:19:23
514660346943242000,ames_cal,"RT @figoblog: Dans le cadre de Joconde Labs, le thésaurus Garnier a été aligné avec DBpédia de manière semi-automatique #websem14", #websem14,@figoblog,24/09/2014 07:19:23
514653724246307000,spouyllau,Ex. une simple utilisation de RDFa pour @rech_isidore #websem14 : http://t.co/bQpd6bLcA1 #rdfa, #websem14 #rdfa,@rech_isidore,24/09/2014 06:53:04
514650752921649000,spouyllau,Il est déjà 7:39 et le ChronoSIDORE est toujours bugué :-o #websem14 #phpà7heuredumat http://t.co/2Bwkp6dosA, #websem14 #phpà7heuredumat ,,24/09/2014 06:41:15
514650208744276000,spouyllau,Jour 3 à #websem14 : comment on utilise les données du web sem. pour mieux travailler … #SPARQL #mashup 1/2, #websem14 #SPARQL #mashup ,,24/09/2014 06:39:06
514649865906061000,spouyllau,"@medieviz Nous en ferons d’autres, rassure toi ;-) #websem14 @lespetitescases @figoblog", #websem14 ,@medieviz @lespetitescases @figoblog,24/09/2014 06:37:44
514649410865992000,AnneBaillot,RT @mingarao: @annebaillot @ps_tadler #digbred URI + négociation de contenu = un bon début pour le web de données :) #websem14, #digbred #websem14,@mingarao @annebaillot @ps_tadler,24/09/2014 06:35:55
514649391437988000,AnneBaillot,RT @mingarao: #websem14 On rejoint des propos tenus en mai à Berlin @AnneBaillot @ps_tadler #digbred, #websem14 #digbred,@mingarao @AnneBaillot @ps_tadler,24/09/2014 06:35:51
514649391437988000,AnneBaillot,RT @mingarao: #websem14 On rejoint des propos tenus en mai à Berlin @AnneBaillot @ps_tadler #digbred, #websem14 #digbred,@mingarao @AnneBaillot @ps_tadler,24/09/2014 06:35:51
514536729517515000,spouyllau,RT @seeksanusername: Crée ta classe et relie-la plutôt que de triturer des concepts #websem14, #websem14,@seeksanusername,23/09/2014 23:08:10
514532831272632000,emirousseau,"RT @seeksanusername: Pr #Isidore, dépasser la recherche fédérée et aller vers la création d'un hub de métadonnées structurées et enrichies …", #Isidore ,@seeksanusername,23/09/2014 22:52:41
514532831272632000,emirousseau,"RT @seeksanusername: Pr #Isidore, dépasser la recherche fédérée et aller vers la création d'un hub de métadonnées structurées et enrichies …", #Isidore ,@seeksanusername,23/09/2014 22:52:41
514522706646434000,medieviz,Je m'en veux de n'avoir pas pris le temps de venir apprendre le #websem14 à Frejus avec @lespetitescases @figoblog @spouyllau  etc, #websem14 ,@lespetitescases @figoblog @spouyllau,23/09/2014 22:12:27
514519406425420000,mingarao,@spouyllau @rech_isidore Super exo de mise en pratique à l'issue de #websem14 :), #websem14 ,@spouyllau @rech_isidore,23/09/2014 21:59:20
514516529904632000,mingarao,@annebaillot @ps_tadler #digbred URI + négociation de contenu = un bon début pour le web de données :) #websem14, #digbred #websem14,@annebaillot @ps_tadler,23/09/2014 21:47:54
514515231247462000,mingarao,#websem14 On rejoint des propos tenus en mai à Berlin @AnneBaillot @ps_tadler #digbred,#websem14 #digbred,@AnneBaillot @ps_tadler,23/09/2014 21:42:45
514515231247462000,mingarao,#websem14 On rejoint des propos tenus en mai à Berlin @AnneBaillot @ps_tadler #digbred,#websem14 #digbred,@AnneBaillot @ps_tadler,23/09/2014 21:42:45
514501117947175000,Pepine,"RT @mingarao: #websem14 ""triturer la data, c'est ça la vraie vie, y a que ça qui compte""... la geekitude de @lespetitescases #caSeConfirme", #websem14 #caSeConfirme,@mingarao @lespetitescases,23/09/2014 20:46:40
514494940022591000,OmnibusTech,C'est dit! ;)  #websem14 http://t.co/yQDVMj0djd, #websem14 ,,23/09/2014 20:22:07
514494940022591000,OmnibusTech,C'est dit! ;)  #websem14 http://t.co/yQDVMj0djd, #websem14 ,,23/09/2014 20:22:07
514490371691512000,BWyts,RT @emma_morlock: RT @HumanisticaDH: Les adhésions à Humanistica sont ouvertes: http://t.co/i3DMy9Nnrp Rejoignez cette aventure ! #pub #web…, #pub #web…,@emma_morlock @HumanisticaDH,23/09/2014 20:03:58
514480351096631000,medieviz,Désespoir de ne pas participer à  #websem14 quand je vois LT  #envie #soupir, #websem14 #envie #soupir,,23/09/2014 19:24:08
514480351096631000,medieviz,Désespoir de ne pas participer à  #websem14 quand je vois LT  #envie #soupir, #websem14 #envie #soupir,,23/09/2014 19:24:08
514476654249652000,medieviz,"RT @seeksanusername: Pr #Isidore, dépasser la recherche fédérée et aller vers la création d'un hub de métadonnées structurées et enrichies …", #Isidore ,@seeksanusername,23/09/2014 19:09:27
514476630715408000,medieviz,RT @emma_morlock: #websem14 Présentation du service Nakala par Nicolas Larousse. une donnée déposée est tout de suite visible en OAI et dan…, #websem14 ,@emma_morlock,23/09/2014 19:09:21
514476468907569000,medieviz,"RT @mingarao: #websem14 ""triturer la data, c'est ça la vraie vie, y a que ça qui compte""... la geekitude de @lespetitescases", #websem14 ,@mingarao @lespetitescases,23/09/2014 19:08:43
514471786575299000,emma_morlock,RT @HumanisticaDH: Les adhésions à Humanistica sont ouvertes: http://t.co/i3DMy9Nnrp Rejoignez cette aventure ! #pub #websem14, #pub #websem14,@HumanisticaDH,23/09/2014 18:50:07
514471353844769000,emma_morlock,ouf ! veille humanités numériques d’HISoMA enfin en ligne : http://t.co/HUTbMD68j3 hastag #websem14 cité…, #websem14 ,,23/09/2014 18:48:23
514470081271972000,mingarao,"#websem14 ""triturer la data, c'est ça la vraie vie, y a que ça qui compte""... la geekitude de @lespetitescases #caSeConfirme",#websem14 #caSeConfirme,@lespetitescases,23/09/2014 18:43:20
514469953651884000,mingarao,"#websem14 ""triturer la data, c'est ça la vraie vie, y a que ça qui compte""... la geekitude de @lespetitescases",#websem14 ,@lespetitescases,23/09/2014 18:42:50
514469793114915000,seeksanusername,Crée ta classe et relie-la plutôt que de triturer des concepts #websem14, #websem14,,23/09/2014 18:42:11
514468841934819000,spouyllau,Je tiens à disposition le modèle de données de @rech_isidore #websem14 @jlminel, #websem14 ,@rech_isidore @jlminel,23/09/2014 18:38:24
514468539529716000,mingarao,@neuromancien oups hashtag #websem14, #websem14,@neuromancien,23/09/2014 18:37:12
514467144592278000,Pepine,RT @emma_morlock: #websem14 Présentation du service Nakala par Nicolas Larousse. une donnée déposée est tout de suite visible en OAI et dan…, #websem14 ,@emma_morlock,23/09/2014 18:31:40
514466968788034000,emma_morlock,"#websem14 Choix militants de Nakala - 2 : n’utiliser que des ontologies existantes. #FOAF, #SKOS, #ORE, #RDFS...",#websem14 #FOAF #SKOS #ORE #RDFS ,,23/09/2014 18:30:58
514466211942642000,emma_morlock,#websem14 Présentation du service Nakala par Nicolas Larousse. une donnée déposée est tout de suite visible en OAI et dans 1 triplestore,#websem14 ,,23/09/2014 18:27:57
514466211942642000,emma_morlock,#websem14 Présentation du service Nakala par Nicolas Larousse. une donnée déposée est tout de suite visible en OAI et dans 1 triplestore,#websem14 ,,23/09/2014 18:27:57
514463464673518000,seeksanusername,"Pr #Isidore, dépasser la recherche fédérée et aller vers la création d'un hub de métadonnées structurées et enrichies #websem14", #Isidore #websem14,,23/09/2014 18:17:02
514457845069533000,mingarao,"@neuromancien @lespetitescases je confirme, c'est super louche... #websem14", #websem14,@neuromancien @lespetitescases,23/09/2014 17:54:43
514457707475374000,mingarao,RT @neuromancien: les participants à l'atelier demandent un contrôle antidopage pour @lespetitescases qui peut encore continuer pendant des…, ,@neuromancien @lespetitescases,23/09/2014 17:54:10
514457655851909000,neuromancien,@seeksanusername est en manque de coca... ravito urgent #websem14, #websem14,@seeksanusername,23/09/2014 17:53:57
514457487731601000,neuromancien,les participants à l'atelier demandent un contrôle antidopage pour @lespetitescases qui peut encore continuer pendant des heures #websem14, #websem14,@lespetitescases,23/09/2014 17:53:17
514456465487438000,neuromancien,l'atelier se poursuit... va-ton passer en mode atelier nocturne #websem14, #websem14,,23/09/2014 17:49:14
514456110607385000,spouyllau,En créant - de fait - avec RDF un couche d’interop. technique avec les triplets #websem14, #websem14,,23/09/2014 17:47:49
514455893401154000,spouyllau,.@jannicklabatut en mixant l’utilisation des ontologies dans le graphe 1/2 #websem14 @lespetitescases, #websem14 ,@jannicklabatut @lespetitescases,23/09/2014 17:46:57
514454884574196000,jannicklabatut,"#websem14 comment semantiser à la fois des donnes géographiques, statistiques et documentaires ?",#websem14 ,,23/09/2014 17:42:57
514453857033028000,mingarao,"#websem14 simplement on réalise l'#interopérabilité sur les données et non sur les processus (SOA, etc.).",#websem14 #interopérabilité ,,23/09/2014 17:38:52
514453319230562000,mingarao,#websem14 de plus les #IHM ne s'adaptent pas à la volée ! Donc aujourd'hui RDF est 1 techno de #backoffice et pas de front. Ite missa est :),#websem14 #IHM #backoffice ,,23/09/2014 17:36:44
514452348731920000,mingarao,"#websem14 on parle à présent des triple-stores disponibles : Sesame, Virtuoso, CumulusRDF... Ne pas se leurrer : pb de #scalabilité...",#websem14 #scalabilité ,,23/09/2014 17:32:52
514449564917834000,spouyllau,"RT @mingarao: @Pepine quand je dis que l'#informatique a plus à voir avec la #philo qu'avec les #maths, personne ne me croit... #websem14", #informatique #philo #maths #websem14,@mingarao @Pepine,23/09/2014 17:21:48
514449459842126000,mingarao,"@Pepine quand je dis que l'#informatique a plus à voir avec la #philo qu'avec les #maths, personne ne me croit... #websem14", #informatique #philo #maths #websem14,@Pepine,23/09/2014 17:21:23
514449093272146000,mingarao,"RT @Pepine: ""Là on touche à la modélisation, c'est-à-dire à comment vous voyez le monde"" dit le formateur. #InterrogationDe17h15 #websem14", #InterrogationDe17h15 #websem14,@Pepine,23/09/2014 17:19:56
514448981678895000,neuromancien,"les moustiques sont dans une logique ""triplé de volume"" #websem14", #websem14,,23/09/2014 17:19:29
514448916650426000,spouyllau,R2RML est un langage de mapping entre bddR et le modèle RDF #websem14, #websem14,,23/09/2014 17:19:14
514448916650426000,spouyllau,R2RML est un langage de mapping entre bddR et le modèle RDF #websem14, #websem14,,23/09/2014 17:19:14
514438162299769000,spouyllau,"Aller, atelier écriture RDF en RDF/XML… #latêtedansletambourdelamachine #websem14", #latêtedansletambourdelamachine #websem14,,23/09/2014 16:36:30
514433940183343000,Pepine,"""Là on touche à la modélisation, c'est-à-dire à comment vous voyez le monde"" dit le formateur. #InterrogationDe17h15 #websem14", #InterrogationDe17h15 #websem14,,23/09/2014 16:19:43
514433940183343000,Pepine,"""Là on touche à la modélisation, c'est-à-dire à comment vous voyez le monde"" dit le formateur. #InterrogationDe17h15 #websem14", #InterrogationDe17h15 #websem14,,23/09/2014 16:19:43
514427957361005000,spouyllau,"Sérialisation avec RDF/XML dans @rech_isidore, ex. http://t.co/I91pPMWXfv #websem14", #websem14,@rech_isidore,23/09/2014 15:55:57
514424216943591000,seeksanusername,"Au retour de la pause, on voit le #SemanticWebStack s'affichait peu à peu ;-) #EncoreQqlesCouches #websem14", #SemanticWebStack #EncoreQqlesCouches #websem14,,23/09/2014 15:41:05
514422398339531000,neuromancien,RT @seeksanusername: À voir C ontologies: #BIO A vocabulary for biographical informat° -&gt; http://t.co/ROqWBkZVVV) + TimeOntology http://t.c…, #BIO ,@seeksanusername,23/09/2014 15:33:51
514418992015241000,seeksanusername,À voir C ontologies: #BIO A vocabulary for biographical informat° -&gt; http://t.co/ROqWBkZVVV) + TimeOntology http://t.co/0hTR1zze7n #websem14, #BIO #websem14,,23/09/2014 15:20:19
514418992015241000,seeksanusername,À voir C ontologies: #BIO A vocabulary for biographical informat° -&gt; http://t.co/ROqWBkZVVV) + TimeOntology http://t.co/0hTR1zze7n #websem14, #BIO #websem14,,23/09/2014 15:20:19
514415941640143000,mingarao,RT @seeksanusername: Attention #broader &amp; #narrower dans #SKOS ne sont pas transitifs ! #pasévidentà16Hdelaprem ;-)  #websem14, #broader #narrower #SKOS #pasévidentà16Hdelaprem #websem14,@seeksanusername,23/09/2014 15:08:12
514414994877071000,spouyllau,RT @seeksanusername: Attention #broader &amp; #narrower dans #SKOS ne sont pas transitifs ! #pasévidentà16Hdelaprem ;-)  #websem14, #broader #narrower #SKOS #pasévidentà16Hdelaprem #websem14,@seeksanusername,23/09/2014 15:04:26
514414949003952000,seeksanusername,Attention #broader &amp; #narrower dans #SKOS ne sont pas transitifs ! #pasévidentà16Hdelaprem ;-)  #websem14, #broader #narrower #SKOS #pasévidentà16Hdelaprem #websem14,,23/09/2014 15:04:15
514413213874926000,mingarao,#websem14 DC SKOS...,#websem14 ,,23/09/2014 14:57:22
514412971456746000,Pepine,"RT @mingarao: #websem14 certes c'est mieux mieux de maîtriser sa propre #ontologie, mais s'appuyer aussi sur ce qui se fait : http://t.co/L…", #websem14 #ontologie ,@mingarao,23/09/2014 14:56:24
514412700974473000,mingarao,"#websem14 certes c'est mieux mieux de maîtriser sa propre #ontologie, mais s'appuyer aussi sur ce qui se fait : http://t.co/Lf3Dafdc6b",#websem14 #ontologie ,,23/09/2014 14:55:19
514410236212695000,neuromancien,je crois que j'ai un peu décroché depuis qu'on parlé de dorcel #websem14, #websem14,,23/09/2014 14:45:32
514408811420213000,mingarao,RT @seeksanusername: De l'arbre au labyrinthe d'Umberto Ecco #websem14 #Descartes Cc @lespetitescases, #websem14 #Descartes ,@seeksanusername @lespetitescases,23/09/2014 14:39:52
514408689550520000,mingarao,RT @seeksanusername: La logiques des propriétés RDF les + importantes: symétrique / inverse / fonctionnelle #websem14 #Descartes, #websem14 #Descartes,@seeksanusername,23/09/2014 14:39:23
514408319214449000,atlasmuseum,RT @seeksanusername: 1er journée du #LT #websem14 organisé par @Huma_Num -&gt; (très) rapide bilan: 253 tweets ;-) http://t.co/dySwIl868l, #LT #websem14 ,@seeksanusername @Huma_Num,23/09/2014 14:37:55
514405798362219000,sdjaloret,RT @neuromancien: @lespetitescases déplorent que les données de @dorcel ne soient pas disponibles en linked data #websem14, #websem14,@neuromancien @lespetitescases @dorcel,23/09/2014 14:27:54
514405210744431000,neuromancien,@seeksanusername semble craindre une fuite d'URI ? #websem14, #websem14,@seeksanusername,23/09/2014 14:25:34
514404483062047000,neuromancien,le fantasme du pro du web de données est de sémantiser les actrices porno #websem14, #websem14,,23/09/2014 14:22:40
514404262861083000,neuromancien,@lespetitescases déplorent que les données de @dorcel ne soient pas disponibles en linked data #websem14, #websem14,@lespetitescases @dorcel,23/09/2014 14:21:48
514403646508118000,seeksanusername,Équivalence des classes / propriétés en #OWL permet finalement l'interopérabilité des #données #websem14, #OWL #données #websem14,,23/09/2014 14:19:21
514403579260838000,mingarao,"#websem14 genre aligner une personne chez moi avec la notice d'autorité sur cette personne chez un autre producteur de data: faux, pas bien!",#websem14 ,,23/09/2014 14:19:05
514403579260838000,mingarao,"#websem14 genre aligner une personne chez moi avec la notice d'autorité sur cette personne chez un autre producteur de data: faux, pas bien!",#websem14 ,,23/09/2014 14:19:05
514402997951300000,neuromancien,"attention quand on relie les données, il faut qu'elle soit de même nature #websem14", #websem14,,23/09/2014 14:16:46
514402966363976000,mingarao,"#websem14 sois très prudent avec owl:sameAs petit scarabée, sinon tu vas te faire aligner !",#websem14 ,,23/09/2014 14:16:38
514402757735121000,neuromancien,"alignement ou ""liage"" permet d'exprimer des relations d'équivalence entre différentes URI #websem14", #websem14,,23/09/2014 14:15:49
514401238008742000,mingarao,"#websem14 un requeteur (raisonneur) comme SPARQL permet d'interroger la structure autant que les données (classes, propriétés, etc.)",#websem14 ,,23/09/2014 14:09:46
514400824332911000,seeksanusername,La logiques des propriétés RDF les + importantes: symétrique / inverse / fonctionnelle #websem14 #Descartes, #websem14 #Descartes,,23/09/2014 14:08:08
514399964789998000,mingarao,"#websem14 Et maintenant jeu ! Qui a dit ""Un peu de sémantique sur beaucoup de data vaut mieux que beaucoup de sémantique sur peu de data"" ?",#websem14 ,,23/09/2014 14:04:43
514397975268041000,ocontat,RT @seeksanusername: 1er journée du #LT #websem14 organisé par @Huma_Num -&gt; (très) rapide bilan: 253 tweets ;-) http://t.co/dySwIl868l, #LT #websem14 ,@seeksanusername @Huma_Num,23/09/2014 13:56:49
514396629252985000,spouyllau,Note pour + tard : les onto c’est dur l’api ;-) #websem14, #websem14,,23/09/2014 13:51:28
514396182043718000,neuromancien,sémantique de Owl et instanciation d'un triplet en ce moment #websem14, #websem14,,23/09/2014 13:49:41
514395896336114000,mingarao,#websem14 domaine : classes pouvant être sujets d'une relation / co-domaine : classes pouvant être objets d'une relation,#websem14 ,,23/09/2014 13:48:33
514395429749133000,mingarao,#websem14 distinguer datatype / relation property (propriété reliant 1 ressource à 1 label et prop. reliant 2 ressources entre elles),#websem14 ,,23/09/2014 13:46:42
514394808337834000,neuromancien,on tweete moins car on écoute sérieusement #websem14, #websem14,,23/09/2014 13:44:13
514394677467169000,neuromancien,RT @seeksanusername: Toujours utile de l'avoir sous le coude http://t.co/GGiniNei7f #websem14 #Descartes, #websem14 #Descartes,@seeksanusername,23/09/2014 13:43:42
514394242429751000,seeksanusername,Toujours utile de l'avoir sous le coude http://t.co/GGiniNei7f #websem14 #Descartes, #websem14 #Descartes,,23/09/2014 13:41:59
514393397306851000,mingarao,#websem14 historiquement #RDFs mais insuffisant pour les gens de l'IA -&gt; #OWL : logique de propriété (symétrique...) classes (disjointes...),#websem14 #RDFs #OWL ,,23/09/2014 13:38:37
514393046029718000,neuromancien,sujet de thèse : web de données et physique quantique ... #websem14, #websem14,,23/09/2014 13:37:13
514392016760091000,Pepine,"RT @seeksanusername: Interopérabilité structurelle grâce aux triplets, allons mnt à l'interopérabilité sémantique grâce aux ontologies #web…", #web…,@seeksanusername,23/09/2014 13:33:08
514390029637255000,mingarao,#websem14 les ontologies! méta modèle: Classes de concepts et relation entre ces classes. Un thesaurus est 1 type d'ontologie parmi d'autres,#websem14 ,,23/09/2014 13:25:14
514389078104883000,mingarao,"@seeksanusername #websem14 les humains ont toujours cherché à classer/organiser les connaissances: voc. contrôlé, taxinomie, thesaurus et...", #websem14 ,@seeksanusername,23/09/2014 13:21:27
514389061851963000,seeksanusername,De l'arbre au labyrinthe d'Umberto Ecco #websem14 #Descartes Cc @lespetitescases, #websem14 #Descartes ,@lespetitescases,23/09/2014 13:21:23
514388466768294000,seeksanusername,"Interopérabilité structurelle grâce aux triplets, allons mnt à l'interopérabilité sémantique grâce aux ontologies #websem14", #websem14,,23/09/2014 13:19:02
514388466768294000,seeksanusername,"Interopérabilité structurelle grâce aux triplets, allons mnt à l'interopérabilité sémantique grâce aux ontologies #websem14", #websem14,,23/09/2014 13:19:02
514387928261603000,mingarao,"RT @spouyllau: C’est l’heure grave : nous avons une interop. structurelle, mais pas sémantique, nous allons le faire #OWL #RDFs #onto #webs…", #OWL #RDFs #onto #webs…,@spouyllau,23/09/2014 13:16:53
514387841703768000,spouyllau,"C’est l’heure grave : nous avons une interop. structurelle, mais pas sémantique, nous allons le faire #OWL #RDFs #onto #websem14", #OWL #RDFs #onto #websem14,,23/09/2014 13:16:32
514387841703768000,spouyllau,"C’est l’heure grave : nous avons une interop. structurelle, mais pas sémantique, nous allons le faire #OWL #RDFs #onto #websem14", #OWL #RDFs #onto #websem14,,23/09/2014 13:16:32
514367473039442000,triplingual,"RT @seeksanusername: Pr les curieux, un #pad pr suivre nos missions orchestrées par @lespetitescases lors de #websem14 #Descartes http://t.…", #pad #websem14 #Descartes ,@seeksanusername @lespetitescases,23/09/2014 11:55:36
514367321356636000,triplingual,"RT @seeksanusername: Modéliser, toujours se poser une question: est-ce que je vais perdre de l'information ? Quel est le risque (maintien, …", ,@seeksanusername,23/09/2014 11:55:00
514367303719617000,triplingual,RT @neuromancien: chaque modèle a un coût selon @lespetitescases #websem14, #websem14,@neuromancien @lespetitescases,23/09/2014 11:54:56
514363374969573000,Pepine,RT @seeksanusername: Pr un #triplet #RDF le sujet est tj une #URI tout comme le #prédicat alors que l'objet peut-être un littéral #websem14, #triplet #RDF #URI #prédicat #websem14,@seeksanusername,23/09/2014 11:39:19
514360872454869000,seeksanusername,Pr un #triplet #RDF le sujet est tj une #URI tout comme le #prédicat alors que l'objet peut-être un littéral #websem14, #triplet #RDF #URI #prédicat #websem14,,23/09/2014 11:29:23
514360872454869000,seeksanusername,Pr un #triplet #RDF le sujet est tj une #URI tout comme le #prédicat alors que l'objet peut-être un littéral #websem14, #triplet #RDF #URI #prédicat #websem14,,23/09/2014 11:29:23
514357968151003000,spouyllau,@lespetitescases fait monter le #teasing pour demain… nous sommes dans le « triplet » RDF #websem14, #teasing #websem14,@lespetitescases,23/09/2014 11:17:50
514357646540165000,DelpheD,"RT @seeksanusername: La normalisation est un compromis: bon rappel de @lespetitescases, pour nous les français-grincheux ;-) #websem14", #websem14,@seeksanusername @lespetitescases,23/09/2014 11:16:33
514357153612960000,seeksanusername,"http://t.co/EB5UflXzkN: créer en qqles minutes ces #URIs (surtout, il faut documenter son système, souple de préférence) ;-) #websem14", #URIs #websem14,,23/09/2014 11:14:36
514356037294756000,spouyllau,Identifiants de la BNF/Gallica : ark:/12148/bpt6k5445716w #websem14 #lesuris, #websem14 #lesuris,,23/09/2014 11:10:10
514355996572287000,neuromancien,l'URI n'est pas là pour transmettre de l'information #websem14, #websem14,,23/09/2014 11:10:00
514355514172781000,spouyllau,Définir la politique d’URIs d’un projet touche la modélisation de la connaissance #websem14  #modèles, #websem14 #modèles,,23/09/2014 11:08:05
514351576925110000,spouyllau,De l’importance de la syntaxe des URIs : unicité ! #websem14, #websem14,,23/09/2014 10:52:26
514351012237566000,spouyllau,"#websem14 the double // in URIs, thanks Sir @timberners_lee ;-)",#websem14 ,@timberners_lee,23/09/2014 10:50:12
514350966221832000,sdjaloret,#websem14 Avoir les URI claires est un signe de bonne santé sémantique :),#websem14 ,,23/09/2014 10:50:01
514349900424024000,seeksanusername,"La normalisation est un compromis: bon rappel de @lespetitescases, pour nous les français-grincheux ;-) #websem14", #websem14,@lespetitescases,23/09/2014 10:45:47
514349160372638000,spouyllau,@lespetitescases « L’importance de l’hypertexte » pour le web sémantique #websem14, #websem14,@lespetitescases,23/09/2014 10:42:50
514348398376682000,spouyllau,"@lespetitescases « le web n’a pas d’état, pas de mémoire » #websem14 #atelier2", #websem14 #atelier2,@lespetitescases,23/09/2014 10:39:48
514347696535384000,spouyllau,@seeksanusername Attaquer une #URL = https://t.co/nPiP3RcsR9 #websem14, #URL #websem14,@seeksanusername,23/09/2014 10:37:01
514347098473787000,seeksanusername,"Avec @lespetitescases, on attaque une #URL ! ;-) #websem14 #Descartes", #URL #websem14 #Descartes,@lespetitescases,23/09/2014 10:34:39
514346963190694000,spouyllau,C’est le moment important ! Ressources ; URIs ; Représentations #websem14, #websem14,,23/09/2014 10:34:06
514345983288021000,spouyllau,"Les conditions du websem : grammaire ; vocabulaires, échanges, écritures, requêtes #websem14", #websem14,,23/09/2014 10:30:13
514345542600892000,spouyllau,Atelier n°2 de #websem14 : les conditions du web sémantique 1/2, #websem14 ,,23/09/2014 10:28:28
514345542600892000,spouyllau,Atelier n°2 de #websem14 : les conditions du web sémantique 1/2, #websem14 ,,23/09/2014 10:28:28
514341660093080000,BWyts,RT @neuromancien: parfois l'exhaustivité comprend un risque économique supérieur au risque de perte informationnelle #websem14, #websem14,@neuromancien,23/09/2014 10:13:02
514340633130320000,sdjaloret,"#websem14 Modèle E/R Entités, Relations, parfait pour une approche itérative...",#websem14 ,,23/09/2014 10:08:57
514337860737319000,spouyllau,"RT @seeksanusername: Modéliser, toujours se poser une question: est-ce que je vais perdre de l'information ? Quel est le risque (maintien, …", ,@seeksanusername,23/09/2014 09:57:56
514337837303734000,spouyllau,RT @neuromancien: parfois l'exhaustivité comprend un risque économique supérieur au risque de perte informationnelle #websem14, #websem14,@neuromancien,23/09/2014 09:57:51
514337404724216000,seeksanusername,"Modéliser, toujours se poser une question: est-ce que je vais perdre de l'information ? Quel est le risque (maintien, coût, etc.) #websem14", #websem14,,23/09/2014 09:56:07
514337365247414000,neuromancien,parfois l'exhaustivité comprend un risque économique supérieur au risque de perte informationnelle #websem14, #websem14,,23/09/2014 09:55:58
514337214286033000,neuromancien,chaque modèle a un coût selon @lespetitescases #websem14, #websem14,@lespetitescases,23/09/2014 09:55:22
514336221959840000,sdjaloret,"#websem14 Ça commence à chauffer -&gt; modélisation, classe, sous-classe, attributs et relations @lespetitescases",#websem14 ,@lespetitescases,23/09/2014 09:51:25
514333685097964000,Pepine,RT @spouyllau: Suivez les retours de notre formation sur touitter ! &gt;&gt;&gt; #websem14 http://t.co/rUIvkqapkL, #websem14 ,@spouyllau,23/09/2014 09:41:21
514333580181643000,Pepine,RT @seeksanusername: On va faire joujou avec les membres de l'académie des sciences pendant ces 2 jours #websem14 ;-), #websem14 ,@seeksanusername,23/09/2014 09:40:56
